residence	address	registration	current_location 	company	birthdate	ssn	user_id	username	mail	name	blood_group	station_ID
		2024/10/21	(Decimal('-80.1078065'), Decimal('114.803804'))	Green-Greene	1975-01-16	875-47-1069	905	mayokathleen	davidriggs@gmail.com	Tracy Griffin	AB+	369
	"311 Michael Land
Lake Rebeccabury, VI 47682"	2020-05-17	(Decimal('-49.2102615'), Decimal('-161.067671'))	Miller-Long		112-56-5010	1675	eric36	davistami@gmail.com	Anna Baker	AB+	371
	"Campo Kamilly Casa Grande
Maravilha
55813498 Fonseca de Goiás / AM"	2024/02/16	(Decimal('29.8557445'), Decimal('-115.113566'))	Rezende		29014365870	785	elisarezende	leaoarthur@yahoo.com.br	Nicole Martins	AB-	576
	"Setor Sousa
Conjunto Celso Machado
22462215 Oliveira / DF"	2024-11-02	(Decimal('65.579969'), Decimal('3.142589'))	Abreu		94136082533	1796	luiz-miguelda-mota	bmelo@uol.com.br	Carolina Cirino	O+	420
		2022-09-07	(Decimal('-30.891968'), Decimal('43.243799'))	Garcia Ltda.		12065897368	1439	novaesalexandre	qfarias@yahoo.com.br	Dra. Juliana Peixoto	AB-	628
	"286 Tony Islands Apt. 573
Rogersborough, PA 04149"	2025-02-05	(Decimal('-16.514454'), Decimal('107.278787'))	Myers-Garcia	1911-11-07	446-02-2881	994	olsennancy	dylancarroll@yahoo.com	Bradley Jenkins	A+	147
	"Dino-Lorch-Straße 59-21
14370 Miltenberg"	2023-10-25	(Decimal('70.523736'), Decimal('-179.992511'))	Mühle Mende AG	2003-04-17	131-36-1669	819	gunther06	danielakreusel@gmail.com	Univ.Prof. Magda Henk	AB+	457
	"Contrada Gabbana, 68 Appartamento 3
50021, Vico D'Elsa (FI)"	09/05/2024, 00:00:00	(Decimal('-40.6631305'), Decimal('39.307143'))	Franceschi, Geraci e Iacovelli SPA		CTRLCI64B14B009E	1432	serenabembo	ugolinobalotelli@tim.it	Ottone Gradenigo	O-	463
	茨城県横浜市旭区津久戸町11丁目25番8号 コーポ南赤田778	29 Apr 2020	(Decimal('-80.922611'), Decimal('167.479555'))	田中食品株式会社	1975-09-13	504-88-1157	1790	kaori52	atsushimatsuda@gmail.com	佐藤 香織	O+	666
	"Incrocio Greco, 70 Appartamento 31
89010, Varapodio (RC)"	01/23/2022, 00:00:00	(Decimal('6.4251825'), Decimal('-133.205665'))	Ortese, Tron e Antonacci Group		PCTLRI27C23D430K	887	tornatoregionata	gioele70@alice.it	Ugolino Castioni	A+	146
	佐賀県山武市猿楽町4丁目23番10号 アーバン二つ室763	2024/08/03	(Decimal('71.3363835'), Decimal('127.054241'))	合同会社高橋通信		650-55-1951	1765	nakamurayuki	ayoshida@hotmail.com	佐藤 里佳	AB+	26
	青森県横浜市磯子区明石町23丁目14番18号 パーク日本堤232	19 Oct 2018	(Decimal('79.8670035'), Decimal('-175.872926'))	株式会社伊藤電気		359-11-8573	643	ayamaguchi	wkondo@hotmail.com	鈴木 千代	AB+	725
	"394 Bryant Valley
West Nicholas, NY 10616"	11/14/2021, 00:00:00	(Decimal('-30.0618365'), Decimal('166.134554'))	Kelly Inc	1960-10-21	616-54-3028	83	traciwhite	stephanie95@gmail.com	Brittany Gibson	O+	87
	福岡県印旛郡本埜村独鈷沢31丁目3番8号 長間パーク783	01/23/2021, 00:00:00	(Decimal('1.316593'), Decimal('166.047215'))	株式会社青木電気	1955-09-02	664-19-0004	1032	ikedaasuka	nakamuramai@hotmail.com	木村 亮介	A+	673
	"Antonietta-Killer-Straße 9-1
76188 Finsterwalde"	19 Mar 2022	(Decimal('-35.6992715'), Decimal('36.314907'))	Schmiedt Seidel KG		323-13-3640	1160	atzlerjohan	kraushaartomas@aol.de	Dipl.-Ing. Holm Mitschke B.Eng.	A-	704
	"Therese-Gertz-Ring 745
81539 Northeim"	02/22/2020, 00:00:00	(Decimal('-47.255316'), Decimal('171.942172'))	Bolzmann Mende OHG mbH	1911-04-13	641-75-0694	675	hans-detlef17	etta61@gmail.com	Dora Hölzenbecher B.A.	O-	247
	"Colônia Castro, 41
Jardim Montanhês
10356-516 Fonseca / PE"	2023-05-08	(Decimal('17.8950095'), Decimal('28.463515'))	Barbosa Andrade - EI		87920164567	1638	bryancarvalho	mateusmendes@bol.com.br	Bento Viana	B-	183
	"Conrad-Reising-Weg 238
70444 Bad Mergentheim"	2022-07-02	(Decimal('47.392982'), Decimal('-75.135792'))	Ruppert	2005-07-10	983-29-3632	1788	emeyer	anne82@aol.de	Univ.Prof. Maximilian Nohlmans	AB+	504
	"Stretto Costanzi, 99
86070, Conca Casale (IS)"	2022-09-27		Bellini e figli		BRZRNF66H54H841I	207	camillagrassi	isabellascalfaro@libero.it	Filippa Ricciardi	O+	313
	三重県千代田区明石町9丁目17番5号 シャルム戸山865	17 Nov 2024	(Decimal('23.1005425'), Decimal('-161.756584'))	藤田水産株式会社	2021-04-18	564-83-7298	4	ryosukesato	zyamamoto@hotmail.com	伊藤 稔	B+	206
	"Zorbachstraße 262
27031 Regensburg"	2022-08-28	(Decimal('76.585748'), Decimal('-157.150894'))	Hesse		936-16-6288	429	heydrichsimone	grzegorzkuhl@googlemail.com	Arndt Dippel	AB+	715
	"Arnulf-Dippel-Allee 95-18
69471 Lichtenfels"	2019-11-19	(Decimal('-67.0940265'), Decimal('170.748986'))	Bauer		988-08-7326	703	dieterscholl	schollhenni@googlemail.com	Ing. Engin Bärer B.Eng.	O-	286
	"59419 Alexander Crescent Suite 097
North Markberg, OK 73423"	2025/09/15	(Decimal('6.453296'), Decimal('-34.178043'))	Holt Ltd	2014-01-13	032-98-1388	1869	bescobar	xyork@gmail.com	Stephen Cooper	AB-	572
	"Eigenwilligstraße 87
38431 Meißen"	2021-06-05	(Decimal('-12.6787085'), Decimal('81.685003'))	Gertz GmbH & Co. OHG		821-19-7644	1931	raedeleggert	gstey@yahoo.de	Univ.Prof. Pirmin Ditschlerin B.Sc.	B-	554
	"Piazza Adelasia, 6
33170, Borgo Meduna (PN)"	2023-01-26	(Decimal('39.509105'), Decimal('-164.800516'))	Turrini e figli		BVOSSN15T11H134K	1060	columboranieri	qsbarbaro@yahoo.com	Ludovica Tomei	O+	715
	神奈川県香取郡神崎町南郷屋12丁目7番9号 コート中小来川060	20 Jul 2024	(Decimal('85.2222885'), Decimal('-18.619075'))	佐藤食品合同会社	1973-08-11	751-99-7187	1767	nanami37	onishimura@yahoo.com	加藤 明美	O-	358
	"Vicolo Marzorati, 15 Appartamento 69
41030, San Martino Di San Prospero (MO)"	2024-12-28		Ziani SPA		MRNBTN65A28L062S	1392	stefaniatrincavelli	ricolfipietro@live.com	Eliana Moschino	B-	276
		10/20/2020, 00:00:00	(Decimal('34.9222515'), Decimal('-27.713584'))	Amaldi, Sagnelli e Avogadro e figli		MRCHGU65M41A313J	2082	satrianiflavia	oraziocicala@yahoo.com	Susanna Ruggeri-Faranda	B-	367
	"Dörthe-Franke-Platz 1
18647 Badoberan"	06/02/2024, 00:00:00	(Decimal('45.314435'), Decimal('166.555621'))	Bien Ring AG & Co. KGaA		709-71-3212	969	traudehaering	herma21@gmail.com	Gregor Faust	A+	552
	兵庫県横浜市栄区東上野23丁目22番10号	2022/11/28	(Decimal('-55.2739605'), Decimal('-47.418643'))	山崎食品株式会社	1920-07-06	410-30-5936	842	kazuyasasaki	wnakajima@gmail.com	森 さゆり	O+	557
		2020/11/22	(Decimal('-47.982245'), Decimal('-19.549836'))	Bertoli-Ferrucci Group	2019-10-24	MRNNNE84C70E118W	1664	elmoquasimodo	arturopolizzi@alice.it	Francesco Montalti	A-	278
	"Conradigasse 8368
50796 Artern"	09/28/2021, 00:00:00	(Decimal('53.653127'), Decimal('-125.592567'))	Wulff Kraushaar GmbH	1994-10-22	823-60-6105	875	hans-christian25	alijungfer@gmail.com	Ria Weihmann	A+	516
		2021-07-28	(Decimal('22.7669495'), Decimal('140.490115'))	Navarro, Small and Wilson	1926-08-29	855-45-4783	823	frank72	terri04@hotmail.com	Michael Miller	O+	437
	"Silvio-Heß-Straße 8-6
28827 Aschaffenburg"	2023-10-23	(Decimal('-19.603436'), Decimal('-110.880381'))	Junken Ruppert GmbH	1986-03-19	647-56-7386	1139	ischweitzer	hornichreza@hotmail.de	Erich Mitschke	B-	124
	"427 Bradley Trail
Williamsberg, NH 42844"	2025-07-16	(Decimal('-26.5229125'), Decimal('-9.479564'))	Clements Inc	1976-09-10	499-20-0013	994	ppierce	brandi67@gmail.com	Loretta Patton	A+	75
	静岡県多摩市東浅草8丁目23番15号 ハイツ鶴ヶ丘672	2025-03-21	(Decimal('-23.1741345'), Decimal('-52.277446'))	小林水産株式会社	1940-04-07	690-53-8269	938	yoichi65	naokiogawa@yahoo.com	斉藤 浩	O-	501
	"Canale Finotto, 5 Appartamento 28
71020, Castelluccio Valmaggiore (FG)"	2020-12-18	(Decimal('-19.8177995'), Decimal('-49.793877'))	Detti-Udinesi e figli		MRNZRA40L20B042L	236	querinisophia	salvatoreossola@gmail.com	Lidia Bonolis	A+	600
	"Borgo Gullotta, 68 Appartamento 82
53049, Torrita Di Siena (SI)"	22 Nov 2019	(Decimal('67.3663115'), Decimal('35.786260'))	Petrucci Group		PGNGCT47D57L947B	216	pierdeledda	lolita59@virgilio.it	Domenico Siffredi	AB-	76
	"9362 Potter Gateway Suite 508
Lake Caseyville, NC 58324"	2019/08/13	(Decimal('6.528214'), Decimal('83.215002'))	Bender and Sons	1912-05-09	808-51-6065	1755	brittneyjefferson	lindseymoore@yahoo.com	Angela Fisher	B+	216
	栃木県川崎市宮前区四区町28丁目19番14号 ハイツ津久戸町749	28 Sep 2021	(Decimal('-85.5796125'), Decimal('-163.397374'))	山口食品有限会社	1977-06-18	699-85-4976	366	hiroshi53	ekato@yahoo.com	山口 舞	AB-	264
	"99454 Sanchez Trail
Montgomeryburgh, PR 77229"	23 Aug 2019	(Decimal('49.918269'), Decimal('99.127171'))	Walker-Williams	1941-02-04	343-24-0626	1029	john81	casey19@yahoo.com	Karen Gutierrez	B-	42
	"Canale Ezio, 87 Appartamento 55
10057, Sant'Ambrogio Di Torino (TO)"	2021/05/14	(Decimal('26.985442'), Decimal('-106.075432'))	Foà-Mondaini e figli		BTTLTZ00C16L019J	895	yturrini	einaudiennio@tele2.it	Toni Finetti-Leblanc	AB-	483
	"Incrocio Mastandrea, 17
15075, Mornese (AL)"	2024-01-04	(Decimal('-73.4264515'), Decimal('27.043371'))	Iannelli e figli	2015-10-27	MLPMLA44L24M421V	1434	giovannitravaglia	camanniluciano@tele2.it	Renzo Savorgnan	O+	585
	"Chácara Correia
Cabana Do Pai Tomás
88274412 da Paz / GO"	2021-03-08	(Decimal('-81.083641'), Decimal('-12.918482'))	da Paz		96285014701	1562	maria-alicepeixoto	emanueldas-neves@hotmail.com	Bryan Pimenta	O+	232
	秋田県荒川区柿木沢新田38丁目11番16号	20 May 2023	(Decimal('58.571457'), Decimal('19.410598'))	合同会社山田食品		535-21-2164	633	sotaro79	shotahasegawa@yahoo.com	加藤 直樹	B+	479
	"Wesackring 40/84
59340 Bamberg"	02/06/2019, 00:00:00	(Decimal('4.682053'), Decimal('70.269534'))	Hermighausen GmbH		952-61-2029	879	lottiwagner	loretta45@aol.de	Ing. Hannelore Holzapfel	O+	28
	"Via Soranzo, 964 Piano 4
76013, Minervino Murge (BT)"	19 May 2024	(Decimal('77.7692965'), Decimal('28.766475'))	Battisti, Pometta e Alighieri Group	1915-10-29	SRASNN51P60H161O	2056	annamaria26	semitecololidia@yahoo.com	Amedeo Polani	A-	393
	"453 Alexander Brooks Apt. 380
Montoyafurt, NV 49104"	10 Apr 2023	(Decimal('19.349444'), Decimal('117.395616'))	Murphy Ltd		580-77-0702	2043	wilsonmark	elizabethpeck@yahoo.com	Sarah Hubbard	AB-	123
	"PSC 4616, Box 6624
APO AE 12197"	2022/05/10	(Decimal('56.3789875'), Decimal('-80.497996'))	Mcdowell Inc	1972-06-20	437-63-6161	223	ashleyholt	tuckerclayton@yahoo.com	Joyce Case	A-	117
	"2055 Andrew River
Port Andrew, RI 51133"	09/17/2022, 00:00:00		Roberts, Calderon and Palmer		353-33-8929	499	benjaminwilliams	christinajohnson@gmail.com	Sarah Kim	B-	312
		09/06/2019, 00:00:00	(Decimal('1.0459905'), Decimal('-72.471342'))	Montanelli SPA	1930-09-07	SCLRMN77H55F883I	402	sophialancisi	adele97@tin.it	Maurizio Antelami	B-	88
	"Linkegasse 78/56
26453 Gransee"	2024/10/27	(Decimal('37.3048255'), Decimal('-56.858519'))	Junk Loos KG	1966-01-10	357-12-2979	43	hannspohl	qnoack@gmail.com	Johann Säuberlich-Stroh	A-	420
	"Incrocio Mercalli, 22
83045, Calitri (AV)"	2025/05/05	(Decimal('-34.2492745'), Decimal('86.436004'))	Panicucci-Leopardi SPA	1991-06-27	PNZPRD07C51L735X	1223	gustavomontalti	loredana34@tiscali.it	Lando Amaldi	O+	152
	"Rosalia-Wulf-Gasse 8/5
08039 Nürtingen"	04/24/2024, 00:00:00	(Decimal('-83.4380625'), Decimal('-65.405639'))	Etzold Gorlitz e.G.		808-28-9275	85	marit19	benderholm@gmail.com	Hans-Ulrich Biggen	AB-	478
	"Strada Mannoia, 49 Appartamento 32
40037, Fontana (BO)"	10/24/2019, 00:00:00	(Decimal('39.4356015'), Decimal('156.026928'))	Forza s.r.l.		CSRRZO98C71C800S	334	mariana96	graziellacoppola@hotmail.it	Biagio Fagiani-Florio	O+	549
		08/20/2022, 00:00:00	(Decimal('51.2184055'), Decimal('74.402663'))	Flores Inc		514-81-6038	299	brendaadams	jeffrey75@yahoo.com	Rachel Clayton	AB+	109
	"Siegmund-Kensy-Gasse 58/16
76447 Wesel"	2021/04/29	(Decimal('-54.117896'), Decimal('-101.874341'))	Zorbach Zobel KG	2025-02-04	335-83-8068	406	urtestroh	faustandrzej@gmail.com	Josef Margraf B.A.	AB+	19
		11/28/2023, 00:00:00	(Decimal('42.609514'), Decimal('-92.186360'))	Borges	1917-12-07	21475369891	377	yago96	lucas08@bol.com.br	Ana Vitória Cavalcante	O-	722
	"6930 Richards Port
West Julie, NC 94997"	04 Sep 2025	(Decimal('65.797862'), Decimal('79.582194'))	Willis-Elliott		676-51-3462	786	zdavis	pamelajones@gmail.com	Madeline Owen	AB-	140
	"Geraldine-Wilmsen-Platz 23/88
92571 Bamberg"	07/05/2020, 00:00:00	(Decimal('16.4612595'), Decimal('-83.757511'))	Mosemann		037-38-3832	928	handeremo	caren19@web.de	Maja Krebs	AB-	374
	"7888 Cole Ridges
East Christopher, TN 84961"	2024/04/20	(Decimal('50.669862'), Decimal('8.228037'))	Simmons and Sons		850-28-6650	1861	devinayala	scottmeyers@yahoo.com	William Baker	O+	85
		01/06/2024, 00:00:00	(Decimal('-45.885657'), Decimal('-170.275530'))	das Neves S/A	1920-02-17	01386457280	515	carvalhodavi-lucas	antony07@yahoo.com.br	Dr. Enzo da Cunha	O-	296
	鳥取県豊島区湯宮30丁目4番19号 二つ室ハイツ005	2022-04-03	(Decimal('-8.611970'), Decimal('142.612766'))	有限会社木村保険		670-08-8378	561	moriatsushi	minorumori@gmail.com	松本 太一	B+	358
	"Borgo Guido, 72
35021, Agna (PD)"	2019-10-18	(Decimal('-51.399743'), Decimal('2.249254'))	Bragadin-Agostinelli e figli	1922-02-16	NPLFRC40M56H236B	664	einaudisandro	corradotelesio@gmail.com	Damiano Bersani	O-	605
	"Canale Rosalia, 822
15075, Mornese (AL)"	01/26/2025, 00:00:00	(Decimal('50.3110965'), Decimal('3.216737'))	Garrone SPA	1922-06-19	GNNSLO42H01M380K	1179	alonzifederico	eleanorabeccaria@gmail.com	Victoria Gagliano	O-	654
		09/26/2019, 00:00:00	(Decimal('-76.1041975'), Decimal('-156.370621'))	Paganini e figli		TRPMCL41C69G528O	139	maurizioventuri	pierpaolo96@gmail.com	Sig.ra Lina Ruffini	O+	603
	"Gertzweg 9/7
74329 Eisenach"	07/24/2021, 00:00:00	(Decimal('14.5678675'), Decimal('-135.713127'))	Wilms		788-77-5027	1099	gotthold79	aennehaenel@googlemail.com	Roswitha Bachmann	O+	440
	"Willy-Jacobi Jäckel-Gasse 2533
07543 Bergzabern"	2022-03-10	(Decimal('38.9414915'), Decimal('-74.216335'))	Schottin Weimer Stiftung & Co. KGaA	1999-11-18	678-72-2669	764	kornelia02	tullmann@yahoo.de	Ingetraud Sager	O-	529
	"Lidia-Hiller-Ring 1-7
65894 Cuxhaven"	03/07/2025, 00:00:00	(Decimal('-42.3652175'), Decimal('-169.152203'))	Schmidt Hettner AG & Co. KGaA	1949-10-18	521-67-2219	1568	hans-peter41	lisa28@hotmail.de	Gisa Klemm	A+	96
	佐賀県横浜市神奈川区津久戸町1丁目11番12号 シャルム幸手985	04/02/2023, 00:00:00	(Decimal('-60.457094'), Decimal('108.535567'))	有限会社佐々木食品		082-73-9471	1535	katosayuri	hidekikimura@hotmail.com	藤田 香織	B-	384
	"Estação Manuela Lima, 57
Parque São Pedro
32687388 Ferreira / AC"	07/12/2023, 00:00:00	(Decimal('-31.570571'), Decimal('-179.636584'))	Gomes		81576092402	424	pintoisabela	ana-beatriz20@yahoo.com.br	Maysa Campos	A+	554
	"Rotonda Riccardi, 640
12075, Trappa (CN)"	2022-10-02	(Decimal('-82.735013'), Decimal('-144.820867'))	Vecoli-Regge s.r.l.		FGZCLD41S24B255E	1014	ybranciforte	nataliaaporti@yahoo.com	Milena Mantegazza	A+	507
	"Stephen-Gnatz-Gasse 32/83
18454 Melsungen"	2020/10/17	(Decimal('-81.110293'), Decimal('-17.776388'))	Beier KG		006-64-3569	1979	liobataesche	atzlerroy@googlemail.com	Prof. Roderich Striebitz	O+	501
	埼玉県川崎市多摩区上野公園18丁目21番1号 ハイツ四区町014	2020/07/26	(Decimal('16.8630745'), Decimal('146.045851'))	有限会社高橋運輸		697-23-1633	782	manabu01	hanako61@yahoo.com	井上 充	O+	282
		17 Jan 2024	(Decimal('-6.3442615'), Decimal('36.225780'))	Teixeira - ME		69158304215	1768	montenegromaria-alice	dribeiro@gmail.com	Olivia da Cruz	O+	693
	"92033 Ashley Rest Apt. 215
Lowemouth, IA 49196"	07/06/2025, 00:00:00	(Decimal('21.0524885'), Decimal('-144.337334'))	Harvey-Andrews		856-47-6703	1782	rothwilliam	jamesdillon@hotmail.com	Javier Thomas	B-	528
	神奈川県山武郡九十九里町藤金21丁目2番18号 シティ浅草762	07/23/2021, 00:00:00	(Decimal('64.948473'), Decimal('-157.012996'))	有限会社佐々木印刷		103-05-7394	1536	swatanabe	ryoheitakahashi@gmail.com	中村 春香	B-	655
	"9783 Leah Trace
Fosterstad, ID 11733"	2020/09/09	(Decimal('40.921336'), Decimal('-151.161236'))	Myers, Potts and Spears		558-48-5426	1599	caroline75	danielmurray@hotmail.com	Aaron Smith	O+	519
		2023-12-05	(Decimal('72.6877215'), Decimal('-139.784438'))	Gerlach		379-62-6979	1134	jdowerg	aloysloeffler@hotmail.de	Gülay Werner MBA.	O+	304
	"Contrada Bellocchio, 873
80031, Brusciano (NA)"	2019/05/06	(Decimal('-69.598418'), Decimal('94.630556'))	Cimarosa Group	1951-05-12	MNLPLA11P54H411L	542	jguarato	gremeserenata@tim.it	Paolo Bandello	AB+	298
		2021/04/06	(Decimal('-52.3080545'), Decimal('45.829696'))	株式会社岡田電気		863-32-0926	1671	kaoriogawa	okamotoryosuke@yahoo.com	山下 加奈	O-	518
	福岡県小笠原村横林34丁目14番3号 パーク上高野536	10/16/2022, 00:00:00	(Decimal('-32.738701'), Decimal('83.003949'))	山本水産株式会社	2014-02-04	516-87-5984	333	ishikawanaoki	kana86@gmail.com	中村 淳	A+	633
	"Holm-Tröst-Weg 7/2
72162 Demmin"	2023/04/18	(Decimal('42.480220'), Decimal('137.199635'))	Weimer KG	1940-10-15	016-67-8768	1886	lorchwanda	gmuelichen@aol.de	Grit Koch	B+	295
	大阪府葛飾区白金18丁目3番7号	2018-11-28	(Decimal('-58.019451'), Decimal('64.858386'))	松本鉱業合同会社	2007-02-06	280-75-9337	907	yasuhirosuzuki	tomoya98@yahoo.com	中村 聡太郎	A-	398
	"Canale Garozzo, 36 Appartamento 0
76125, Trani (BT)"	2024/10/19	(Decimal('1.4869765'), Decimal('166.698737'))	Poerio e figli		LLLBNC32B06L942D	1317	paolettagianvecchio	lupojolanda@tele2.it	Annetta Soderini	B-	593
	"07813 Anderson Mission
South Teresa, OK 54191"	28 Aug 2023	(Decimal('67.8275055'), Decimal('80.116155'))	Martin, Miles and Hurst	1937-07-08	433-84-5436	415	brianbryan	george41@gmail.com	Mrs. Melinda Fields	AB-	177
	"0881 Evans Canyon
Port Annland, CO 88225"	2019-04-29	(Decimal('47.2298585'), Decimal('145.795797'))	Huang, Cortez and Gibson	1971-10-19	120-90-2918	1079	donnabaker	candicewatkins@yahoo.com	Regina Hanson	A+	112
		04 Nov 2019	(Decimal('-85.6084135'), Decimal('-76.520500'))	Kennedy Group	1918-11-03	123-03-3683	79	hbooker	xprice@gmail.com	Gerald Ross	A-	725
	"19889 Thompson Summit Apt. 953
South Sarahmouth, NY 06676"	09/27/2018, 00:00:00	(Decimal('-4.8115895'), Decimal('22.154529'))	Harmon, Jordan and Page		264-23-3700	466	veronicaramsey	mark76@gmail.com	Max Tucker	AB+	103
	"Emmi-Pohl-Weg 98
42591 Sternberg"	2021/07/06	(Decimal('-79.488525'), Decimal('-18.244799'))	Kroker Stiftung & Co. KGaA	1955-02-12	771-05-5118	1204	guelaykusch	fatmalosekann@hotmail.de	Olav Weinhold-Scholz	O-	290
	"Avenida de da Mota
Vila Coqueiral
13515-748 da Costa de Rios / SP"	08/13/2022, 00:00:00	(Decimal('-75.616923'), Decimal('-26.985450'))	Caldeira		84253601960	602	antonellaoliveira	leaoliam@hotmail.com	João Gabriel Aragão	A+	708
	栃木県長生郡睦沢町湯宮33丁目9番1号 前弥六コーポ559	2023/09/21	(Decimal('24.5883065'), Decimal('142.162282'))	加藤水産合同会社	1935-01-23	890-12-7958	590	yamaguchiakira	haruka84@hotmail.com	松本 舞	AB-	714
	"Via de Castro, 74
Novo São Lucas
51118319 Cavalcanti de da Cunha / GO"	18 Feb 2021	(Decimal('-58.959714'), Decimal('-72.189707'))	Cardoso - EI	1975-08-12	71624950876	500	liviabarros	duartemiguel@gmail.com	Rael Carvalho	A+	670
	"Heintzestr. 40/86
26598 Brand"	2025/03/10	(Decimal('-87.2565525'), Decimal('125.852951'))	Wiek	2021-03-24	335-23-0528	954	edippel	rosl70@yahoo.de	Emine Dörr	AB+	213
		2024/01/09	(Decimal('-29.038337'), Decimal('76.781211'))	da Rosa		41750263980	1640	marinaaparecida	augusto90@hotmail.com	Ryan Castro	AB+	128
	"54740 Tiffany Fall Suite 896
Richardhaven, FL 48414"	2021/08/17	(Decimal('57.5657105'), Decimal('102.840868'))	Callahan, Levine and Gibson	1971-01-05	231-50-0203	105	cassandra64	rebecca82@yahoo.com	Linda Olson	AB-	426
	"653 Martin Lights Suite 121
Hartmanmouth, SC 45681"	01/17/2021, 00:00:00	(Decimal('-28.8571605'), Decimal('-67.612403'))	Dixon Inc	1988-02-18	799-72-5545	1923	qmolina	yangjames@gmail.com	Jacob Ryan	AB+	275
	"Tassilo-Adler-Ring 649
91290 Stadtroda"	08/14/2025, 00:00:00	(Decimal('2.788832'), Decimal('-102.203462'))	Hein AG		453-77-0098	1177	gauch-schlauchin	miroslavadolph@web.de	Univ.Prof. Darko Kade B.Eng.	B+	727
	岐阜県横浜市瀬谷区北上野34丁目2番12号	02/10/2022, 00:00:00	(Decimal('89.537797'), Decimal('52.645207'))	渡辺情報有限会社		225-79-4790	1684	yuinakagawa	xwatanabe@hotmail.com	高橋 千代	AB-	439
	"Drubinstr. 6
06754 Koblenz"	03/10/2022, 00:00:00	(Decimal('-58.099095'), Decimal('-176.971886'))	Mentzel Girschner GmbH	1978-12-02	439-91-6777	265	isabellaschomber	holstentrudi@web.de	Ing. Florentine Hamann	O-	313
	"Etzlerring 7/9
25282 Cottbus"	04/08/2021, 00:00:00	(Decimal('50.4803595'), Decimal('12.933489'))	Ehlert Rudolph AG		732-51-0970	769	phoffmann	vbuchholz@gmail.com	Annelise Gieß	B+	105
	"Piazza Ugo, 79 Appartamento 66
91016, Erice (TP)"	2019-08-05	(Decimal('25.665926'), Decimal('70.035984'))	Mogherini, Rizzoli e Ginese s.r.l.	1945-11-12	PRSGNI81M47C879S	1052	guglielmo81	bacciochiappetta@virgilio.it	Sophia Leblanc	B+	100
	"Morro Monteiro, 53
Graça
59780-965 Santos de Goiás / SP"	06 Mar 2025	(Decimal('-33.7040585'), Decimal('-25.639314'))	Sampaio S.A.	1954-12-29	75963418291	1013	theoalmeida	lais92@hotmail.com	Nathan Novaes	B+	708
	"629 Stewart Keys Suite 792
North Christopherport, FL 53356"	11/10/2020, 00:00:00	(Decimal('-6.3027335'), Decimal('-4.998473'))	Collier-Davis	1939-07-09	566-91-2797	897	josephlewis	hernandezaimee@hotmail.com	Manuel Santos	A-	515
