registration;latitude;longitude;birthdate;ssn;mail;blood_group;station_ID;user_id
2022-10-24;-69.4408735;-54.558259;2012-10-06;LPPLCI24L07D928R;rosacasadei@tele2.it;AB+;218;
2023-10-14;-58.229206;175.772006;1911-08-20;42058963105;costelaigor@bol.com.br;O-;275;
2019-09-07;70.1093425;-20.98243;2000-12-01;294-29-7792;birnbaumdajana@web.de;B-;353;
2024-04-09;6.8896455;-86.728963;;BRSRFL39E28E651K;roman31@tin.it;B+;217;
2022-07-20;71.005229;118.680589;;870-24-0846;vincentwatson@hotmail.com;B+;451;
2020-01-17;-89.858659;-94.632373;;565-28-4677;katohideki@yahoo.com;A+;34;
2020-01-26;-0.8037265;177.023475;1919-01-26;61849073520;miguel59@uol.com.br;O+;600;
2019-03-17;-65.591417;179.183874;;38910726431;helena@gmail.com;AB-;183;
2025-05-14;50.020262;-7.596426;;81759362077;vinicius03@ig.com.br;AB+;742;
2024-07-22;-73.220285;130.491054;;184-51-3220;ronaldherrera@yahoo.com;O+;13;
2020-04-17;-32.7090545;101.308745;;80523791488;milenalima@ig.com.br;A+;425;
2020-06-12;-38.7871875;28.179183;;83920471504;otaviolopes@ig.com.br;O+;739;
2019-12-22;-62.2616365;152.596951;;661-45-4615;suzukikenichi@gmail.com;AB-;42;
2020-07-25;-33.935159;-118.737055;;64931285791;flor97@bol.com.br;A+;79;
2021-03-24;-7.4124415;158.386701;;041-68-0169;gstadelmann@googlemail.com;AB-;489;
2024-09-20;-68.295839;175.545774;2025-05-24;787-18-0691;thorsten73@web.de;B-;166;
2022-10-08;68.412382;125.430625;;696-01-0873;zaenkerraymund@gmx.de;AB-;77;
2019-09-03;39.89692;121.622121;2014-09-20;253-24-4746;delgadostacy@yahoo.com;O+;710;
2021-08-24;66.2570065;114.877582;1988-04-07;CHGPRG96A60C552M;tognazzigianna@fastwebnet.it;AB-;359;
2024-05-06;-89.3955555;-89.117922;;398-64-3661;yumikofujiwara@gmail.com;O+;56;
2018-10-04;26.643054;-15.107231;;590-50-4696;randolphjeanette@gmail.com;A+;64;
2023-03-03;-42.3964615;-176.353986;1978-09-26;14082359605;silvanathan@yahoo.com.br;AB+;240;
2020-12-18;23.275542;-158.532945;;LRUVTR89S09B126M;calcedoniopedrazzini@libero.it;B+;637;
2021-05-08;-20.098417;-91.056399;2013-10-28;316-14-4290;freemanchad@yahoo.com;B+;537;
2022-02-14;-56.17292;-61.245016;1996-09-29;RPSNZE23P61A360C;bsaraceno@hotmail.it;AB+;6;
2022-08-01;-38.9499615;-91.239053;;80453127690;gcosta@hotmail.com;B-;544;
2022-03-15;-47.56366;104.330855;;006-73-9634;susanrowland@hotmail.com;A-;402;
2020-11-30;17.4469555;89.997823;1924-07-05;94237185079;gabriel30@yahoo.com.br;B+;250;
2019-09-06;-21.2737835;-31.639882;;21864309750;aparecidacarolina@yahoo.com.br;AB+;266;
2020-10-08;-82.786899;-168.893371;2001-08-23;296-95-6896;btanaka@yahoo.com;A+;594;
2019-03-17;34.8910485;68.532479;;94827561001;dalves@bol.com.br;AB+;624;
2024-02-24;-56.2080965;119.224242;1937-07-19;063-30-5660;oxana18@gmx.de;B+;121;
2019-03-09;14.696835;-17.639539;;196-03-5701;dhornich@web.de;AB+;235;
2020-07-07;-29.488257;-92.170062;1927-07-25;564-98-9941;hooperbrian@hotmail.com;O+;449;
2021-07-16;-50.0754425;138.770295;;684-30-3524;yuta62@hotmail.com;O-;311;
2024-12-13;-5.845489;26.374796;;74902568101;foliveira@ig.com.br;B+;407;
2022-07-06;83.0309865;93.962306;1944-06-23;18460372553;bianca30@hotmail.com;O-;653;
2020-11-19;44.6566775;61.784554;1976-05-29;STCLDC73D04A028K;pierinafilzi@tiscali.it;B-;384;
2024-12-07;-27.20532;167.92019;;808-54-4814;nicolausgumprich@web.de;A-;61;
2025-05-05;-77.3395365;-171.916385;;056-55-5864;paulwilson@hotmail.com;A-;284;
2022-11-28;89.4979445;-177.325876;;CTNGFR26A41G965M;gregoriosilvestro@gmail.com;A-;517;
2021-09-23;21.6769565;178.423737;2020-05-17;224-21-5203;satoyui@yahoo.com;A-;222;
2024-10-01;-82.431766;-124.414121;;241-65-3535;tanakayui@hotmail.com;AB-;248;
2019-10-19;60.4433885;-70.131643;;PSRMLN34S19B413R;pagnottofernanda@alice.it;B+;652;
2021-11-04;56.633395;156.836741;;788-16-8258;bsoto@gmail.com;B-;417;
2021-05-27;-56.9965605;-148.006638;1963-11-14;95846371264;cassianojade@gmail.com;B+;194;
2022-10-02;76.061659;-154.486078;1968-11-26;17839046584;yuri84@ig.com.br;AB-;299;
2021-08-19;-15.3112615;-111.575566;;529-41-7149;dobesnuri@yahoo.de;AB-;558;
2021-10-18;-29.995053;-60.422182;2001-01-26;595-30-2829;roselynn@yahoo.com;A+;394;
2023-02-18;4.304777;-68.895213;;DSCLGN18M06M204G;rgiacconi@tim.it;AB-;118;
2025-06-01;-7.528341;135.675347;;411-64-9110;rbrown@hotmail.com;B-;270;
2024-09-10;63.7482425;127.440537;2006-12-22;GHURKE22D03M390H;ruggierotron@gmail.com;O+;227;
2023-10-29;-36.2577995;-121.988912;;NCHPTZ61L21H994F;xjacuzzi@vodafone.it;B-;703;
2022-10-26;-9.745251;134.196018;2017-10-22;899-59-5087;kyosukenakamura@gmail.com;O-;31;
2021-11-15;;;1959-07-01;03657892168;mdias@uol.com.br;A+;731;
2025-08-11;-6.8214515;-19.742851;;982-70-0547;elfriede76@gmail.com;A+;385;
2022-01-01;26.654805;-49.614216;;17539840684;lucassousa@bol.com.br;AB+;639;
2022-05-22;2.1073245;-17.488976;;RBBCCL26M02B765U;gbaresi@alice.it;AB+;582;
2022-05-27;69.3563475;158.154316;1957-06-01;GROSBL16L19B020F;piergiorgio42@vodafone.it;AB+;512;
2024-09-13;82.584633;-90.384399;2018-10-01;600-91-3995;isaklotz@aol.de;AB+;156;
2022-08-27;-54.886856;-157.124851;1925-10-27;828-90-3881;benediktlachmann@hotmail.de;AB+;652;
2021-11-30;65.0080885;-95.674983;;487-75-2481;hannchenrenner@web.de;AB+;251;
2024-02-11;13.597212;-23.76396;;695-83-4194;ludwig28@gmail.com;A+;199;
2019-10-07;25.29864;-81.435066;;MMNLLT06P23I607N;raimondoangiolello@outlook.com;AB-;342;
2019-06-10;-89.8004405;-105.204045;1920-08-04;748-09-4493;hoefigwilhelmine@web.de;A+;575;
2022-05-21;-4.9552095;51.407299;;140-30-5491;christophervang@yahoo.com;O-;673;
2019-03-13;-82.729377;52.046966;1922-10-31;SCRRSN79P22H250O;marcantonio80@tele2.it;AB+;11;
2020-03-30;-40.326041;86.64399;1996-09-21;047-52-7426;jmaelzer@yahoo.de;A-;522;
2020-06-27;83.772479;49.373976;;92706581476;yoliveira@uol.com.br;O+;31;
2020-12-16;26.0919425;43.74585;1915-11-26;785-29-1312;todd87@hotmail.com;O+;492;
2022-05-24;-67.6907655;-82.128124;;154-19-3460;haleroy@gmail.com;AB-;38;
2023-09-27;5.417546;134.131314;2015-01-08;660-70-0990;taichi87@hotmail.com;B-;363;
2025-05-13;-84.424645;-58.675243;;781-18-9421;ryoheiota@gmail.com;AB-;566;
2018-11-16;73.812101;-103.179872;2022-02-13;TRSPRG79L64G912U;casalodicipriano@gmail.com;B+;35;
2024-09-26;-59.4971465;5.390234;2001-11-04;706-98-6349;yasuhiro69@gmail.com;A-;369;
2023-02-15;-40.5484305;-167.270464;1982-12-23;02538769159;urezende@ig.com.br;AB+;486;
2022-09-16;28.5832485;179.069702;2006-11-15;454-19-6486;david72@yahoo.com;AB+;283;
2022-09-18;0.996535;167.199815;1969-10-22;014-51-7181;taro78@gmail.com;AB+;47;
2018-09-24;-43.5013485;16.193878;1934-04-16;779-21-6547;hethurlutz@hotmail.de;B+;311;
2023-12-10;20.7578385;-30.333904;1956-11-13;DLBDNL79M69E102C;ycianciolo@gmail.com;A+;709;
2022-06-01;43.8422045;-55.489707;;364-87-1596;dstriebitz@web.de;A-;732;
2020-06-18;-2.790525;-165.217335;;PCCLCZ47B10A026J;dario02@poste.it;O-;490;
2021-07-10;-37.586131;-120.963136;;MRNDNI87C28B392E;flavio25@tiscali.it;AB+;696;
2021-05-24;-31.263709;-146.761224;;619-63-1434;craig10@hotmail.com;B+;661;
2025-05-03;-49.971092;-127.971157;;LNFLSU92R22C787Z;ronaldoamaldi@libero.it;B+;741;
2022-10-02;9.0146915;129.192258;;303-10-6073;watanabetaichi@yahoo.com;B+;620;
2022-11-26;-79.374279;-84.603844;1982-02-27;60721958494;kamillyalmeida@gmail.com;A-;203;
2023-10-25;69.8476625;-2.579456;1928-01-08;NDRBCC28P65L590E;ivantognazzi@alice.it;O-;354;
2021-12-17;-83.1551955;-31.232908;;RRCGNR83R70B471Y;palazzolando@gmail.com;O-;9;
2023-02-07;-63.4607635;43.450421;1982-11-14;683-92-7275;reyescynthia@hotmail.com;AB-;278;
2022-02-13;34.5963025;112.032087;;428-75-2075;brandon77@hotmail.com;O-;624;
2024-09-08;65.8086895;60.99658;;583-76-1461;yoko34@hotmail.com;B-;515;
2023-04-08;-66.249341;-47.665848;1931-06-03;52694708374;olima@ig.com.br;AB+;226;
2024-08-02;-5.8790495;27.011959;1995-04-17;446-39-5288;jreinhardt@web.de;O-;595;
2024-09-02;38.156695;30.317314;;28104635905;anascimento@ig.com.br;B-;459;
2023-11-23;76.8896425;65.034311;1923-12-22;GGLBTC58D07I954A;adamospinelli@poste.it;B-;590;
2021-04-10;-6.2673375;-2.6169;;191-88-8334;maldonadoalison@gmail.com;B-;108;
2021-09-28;-31.1553875;-155.024555;1912-09-02;889-23-3408;ryohei17@gmail.com;AB+;228;
2024-10-20;-9.7710285;106.762956;1971-03-26;628-59-8694;buchholzante@googlemail.com;AB-;308;
2024-10-20;;;1971-03-26;826-26-7262;tania18@yahoo.de;B+;52;
2018-11-05;-1.494955;-5.850584;;25473986056;vitor97@yahoo.com.br;A+;242;
2022-03-31;;;;293-24-1123;tmartin@yahoo.de;O-;494;
2023-10-09;62.8546475;80.983386;;635-31-3976;rendo@hotmail.com;B+;368;
2025-08-04;-21.7575885;27.734121;1923-11-04;QRNMRC17R41F801E;fiorenzo64@gmail.com;A-;315;
2025-08-22;72.22325;-134.904892;;CTNMRS21B11G493Q;flaviobattisti@virgilio.it;O+;569;
2022-04-02;42.6860895;25.587511;;840-42-7259;linda17@yahoo.com;AB+;442;
2019-03-12;63.091821;112.809041;;06198247350;thales21@yahoo.com.br;O+;110;
2025-06-25;-64.0831265;-51.456129;1979-06-13;860-92-7755;kaori07@gmail.com;A-;388;
2018-10-12;82.5504075;-103.555529;;780-19-4873;christinahesse@aol.de;AB-;457;
2021-01-19;-87.190273;141.879765;;527-67-5505;vloewer@gmx.de;B-;468;
2023-08-26;-49.362914;150.648658;;CHTMLS98S26A274J;jceri@gmail.com;A-;470;
2024-10-06;-62.9565355;-91.803962;1941-12-09;582-69-3848;ktanaka@yahoo.com;A+;25;
2019-05-03;7.1214515;-158.011124;;217-36-6703;sotaro60@gmail.com;A+;471;
2019-12-21;-3.96086;-100.440026;;BRCGRG64P08D358N;raffaellagibilisco@libero.it;AB+;70;
2020-08-06;-69.1988445;5.930186;;283-51-5052;bford@gmail.com;A+;338;
2022-02-17;-31.7450305;-20.325005;1939-05-15;919-59-7805;beigenwillig@googlemail.com;AB+;97;
2021-05-19;-14.003631;90.296777;1985-03-23;07465892392;rebecamelo@hotmail.com;AB+;285;
2023-06-02;-84.6666975;20.836297;1957-05-23;FOAMBT93S68D482P;pellicogiustino@tiscali.it;O-;322;
2023-08-07;;;1959-04-14;162-82-3811;tsubasa76@hotmail.com;AB+;710;
2021-04-18;48.0440235;-91.750524;;722-17-0903;strohemilie@yahoo.de;A+;339;
2021-03-18;64.376309;-25.07323;1979-12-05;073-99-1669;contrerasstephanie@gmail.com;O-;614;
2021-10-04;44.637272;124.295076;1961-04-16;62154309860;gcastro@hotmail.com;O-;690;
2020-09-22;-12.0243355;101.696979;;233-13-1418;sharilewis@hotmail.com;B-;75;
2022-09-28;;;;445-01-6492;lhauffer@gmx.de;A+;485;
2024-02-12;-78.4946895;-13.290686;;LMGDRA30C09B741T;pasquale49@hotmail.com;A-;256;
2019-01-12;77.1163935;-6.843079;1942-05-11;45692387182;osousa@gmail.com;O-;556;
2019-07-04;49.848187;65.75744;1979-12-02;736-04-8409;lehmannhelene@googlemail.com;B-;157;
2023-02-22;;;;732-46-2765;andersondavid@hotmail.com;AB-;280;
2025-03-05;42.0529295;74.690378;1995-12-03;814-21-3907;schlauchintheodora@gmx.de;O+;325;
2021-07-10;-85.461541;51.353637;1991-12-15;950-34-2225;stumpfkirstin@hotmail.de;B-;600;
2022-05-15;-55.007123;101.047526;1921-10-09;63024719580;fernandesbenjamim@hotmail.com;O-;652;
2024-09-30;-11.8804985;47.370422;2011-04-02;298-73-6571;konstanzejaekel@googlemail.com;A+;297;
2021-03-09;40.2339995;57.748381;1955-02-10;241-85-2138;qeberth@aol.de;A+;624;
2025-07-24;-41.0140665;74.933282;1987-03-14;25387196409;rezendeclara@bol.com.br;A+;167;
2024-04-05;-55.5298685;-59.069733;1958-06-13;BSNCSN70M03B461T;giovanna68@tin.it;B+;302;
2021-10-01;-80.460368;127.180982;;391-38-2424;akiranishimura@hotmail.com;O+;288;
2023-09-10;-31.0064765;-140.055685;;063-58-7298;phillipsjeffrey@yahoo.com;A-;18;
2019-09-02;-42.3730635;142.162954;2005-05-19;906-75-7844;christian88@googlemail.com;AB-;74;
2019-09-17;-85.0648655;74.060393;;54671302853;viniciuslima@bol.com.br;AB-;710;
2020-09-18;58.1451905;-47.938881;1912-01-16;21078954305;saester@yahoo.com.br;A+;220;
2025-02-08;10.678677;15.136812;;069-17-4161;takuma52@gmail.com;O-;148;
2022-12-23;-26.4548195;115.337981;;26415809342;ksales@yahoo.com.br;AB-;645;
2020-07-19;-19.7920035;-60.935986;2002-06-26;802-57-4456;xikeda@hotmail.com;A+;83;
2024-10-21;-4.227764;-22.85388;1971-02-01;39265147873;ssa@bol.com.br;O+;82;
2018-11-19;-49.4939775;92.099565;1941-07-17;722-41-3842;vaughnlisa@yahoo.com;O+;284;
2024-09-15;-26.326871;-111.870287;2022-01-10;RSSSYV58L25G452K;antonello48@tele2.it;B-;612;
2023-04-08;-78.9318355;-24.01409;1969-01-24;813-32-6519;banders@gmx.de;B-;70;
2025-07-15;-18.182204;78.686956;;881-05-5301;ernaheintze@gmail.com;A+;584;
2019-11-19;26.0053285;158.524563;;CMBRSR37L58B180L;arsenioluna@tin.it;AB+;118;
2020-01-17;-41.418171;-103.26412;;411-25-4509;yumikoshimizu@gmail.com;A-;4;
2023-12-07;-42.1324915;31.273353;1938-05-01;621-76-4713;maaya98@yahoo.com;O-;654;
2023-02-12;46.151468;127.243643;;161-39-3127;olinke@gmail.com;O-;412;
2024-06-02;-23.161471;-135.751161;;75891460211;zborges@uol.com.br;A-;716;
2021-04-19;-51.723148;-46.128834;1930-04-27;TTNVNN87D46B559R;lorettatrupiano@live.com;A+;213;
2020-01-03;-49.0467705;-175.603289;2016-04-14;GRGFRD74E62A186X;yvolterra@gmail.com;B+;148;
2024-01-10;-77.39049;-140.800525;;592-73-0716;davidlewis@gmail.com;B-;378;
2020-11-17;-25.039419;37.871328;;419-90-3894;anixon@yahoo.com;B-;475;
2020-01-16;26.318552;-73.354413;1944-02-12;544-21-0429;mituruwatanabe@yahoo.com;O+;114;
2021-06-08;-78.090837;-80.038161;1969-09-07;736-73-9204;takumaito@yahoo.com;A-;48;
2019-09-11;84.598488;99.297076;1977-11-27;864-95-6249;walter12@yahoo.com;O+;469;
2023-11-23;43.466828;-9.427111;1981-08-19;96481530270;pastorcaio@bol.com.br;AB-;150;
2021-09-10;;;1964-02-12;586-14-9356;uweihmann@web.de;O+;304;
2018-12-29;-67.224209;132.204061;1992-07-29;064-91-1778;margaret84@yahoo.com;AB+;206;
2020-02-18;-63.355822;158.164674;1948-02-22;273-38-1584;ikedasayuri@gmail.com;AB+;407;
2019-03-06;63.4625365;-5.155056;1964-03-03;32598417097;vmoura@ig.com.br;A+;712;
2020-06-13;70.128619;-155.714132;1969-11-11;459-10-6211;gwatson@gmail.com;AB-;14;
2024-05-03;10.4774125;65.092409;2011-07-23;46891735246;britoravi@hotmail.com;O+;492;
2023-08-17;1.2290165;151.965627;;695-28-3212;allisonmendez@yahoo.com;B-;30;
2019-02-25;-74.9519275;157.363922;1949-10-05;178-68-5127;osamu42@yahoo.com;AB-;427;
2024-03-20;-4.4023045;168.215459;1934-05-24;52301786986;grande@bol.com.br;A+;292;
2019-12-23;48.590127;-110.426591;;539-45-2617;duncanrebecca@gmail.com;B-;364;
2024-08-15;-24.747345;65.985857;;554-97-8007;bairdangela@gmail.com;A-;325;
2025-03-13;-55.0936195;94.123861;2012-08-04;FRRPLN48T30F443A;bbondumier@tim.it;AB-;340;
2025-06-09;7.06586;-127.565454;;567-03-2465;katoatsushi@gmail.com;B+;471;
2020-02-05;-40.9179865;60.753165;;024-08-8215;ira68@aol.de;B+;498;
2021-07-13;37.591489;-130.505072;1973-03-04;059-53-8015;zstolze@gmail.com;B-;403;
2024-04-04;-48.30815;14.721333;;388-18-5053;naoki05@hotmail.com;A-;246;
2020-03-20;13.5392445;14.796793;1928-10-02;28973564056;clara73@gmail.com;A-;467;
2024-06-14;-39.0080245;-67.810689;1985-03-29;28491376500;pedro09@ig.com.br;B+;739;
2021-11-25;;;;801-98-2465;lwalker@hotmail.com;B-;298;
2019-05-08;0.691829;58.130115;1921-08-24;894-67-4118;kristine57@yahoo.de;O+;313;
2023-04-09;-3.5323095;-10.353076;2006-12-30;701-66-5265;kelly57@gmail.com;O-;442;
2022-01-04;89.291669;-139.811558;1935-08-17;GSSLCN63R15F690O;comencinigiuseppe@fastwebnet.it;O-;418;
2023-02-25;-54.4593335;47.950963;;664-62-7476;jeremiah05@gmail.com;AB+;444;
2020-01-18;-70.0753985;-162.033279;1996-03-15;422-09-0302;tammy02@gmail.com;A+;112;
2021-10-01;50.650345;-165.703399;1997-03-04;195-54-5011;xhines@hotmail.com;A-;382;
2023-06-06;;;1974-06-16;91875036202;noah80@ig.com.br;O+;612;
2021-06-01;75.1626075;-12.718902;1994-12-25;SMTCSR70S54A026A;ottone48@libero.it;O+;645;
2021-09-16;-9.508834;-84.443225;;83046517262;henrique85@ig.com.br;AB+;188;
2025-01-30;75.204116;37.237376;1953-10-31;856-47-4689;contrerasandrea@gmail.com;O+;170;
2019-06-17;27.568537;-15.469114;;39540621780;pedro76@bol.com.br;O+;506;
2020-05-09;-32.109639;168.493883;1925-08-04;439-29-8253;roehrichtyasmin@aol.de;B+;144;
2020-04-26;-49.332576;170.543307;;555-05-3232;dallen@hotmail.com;B-;111;
2024-08-22;44.3510365;-90.310086;;283-16-4583;jbriggs@hotmail.com;A+;189;
2024-06-15;-58.586288;-46.955723;;396-45-4797;norma18@web.de;B+;7;
2022-06-15;-71.759323;118.783667;;699-19-8839;lisa17@yahoo.com;AB-;221;
2020-10-19;71.52867;-144.222827;2012-06-21;67250983121;leaobruno@yahoo.com.br;A+;313;
2020-07-28;-11.859811;63.773626;1928-06-24;74918063250;diogo77@gmail.com;B-;568;
2021-06-22;49.109662;-128.630505;;97025831603;mota@gmail.com;B-;149;
2023-05-29;-20.5330075;74.305431;1953-03-19;762-68-7403;scott49@gmail.com;B-;235;
2019-04-24;-56.106769;-157.000635;1980-12-14;451-98-9168;ysuzuki@hotmail.com;AB-;402;
2025-05-19;33.317973;127.926804;1921-06-14;808-62-1703;metzcaterina@web.de;B+;414;
2019-05-10;-49.6045135;-76.82987;1926-04-24;MLNBPP06S60L014M;sebastiano09@tim.it;O-;386;
2020-01-13;-21.5587995;-175.134847;;BRGNNN84B57I125Q;qfinotto@tiscali.it;AB+;579;
2019-10-23;71.908873;70.837963;;723-27-3599;ssato@yahoo.com;O+;48;
2023-10-11;-37.8290215;104.310649;;GRNLSE25E21G232P;mcarocci@hotmail.it;B-;412;
2021-09-17;;;1924-03-26;208-88-5062;ayamamoto@yahoo.com;A-;503;
2020-02-06;-10.7728315;-136.474297;;01578423635;vitor18@gmail.com;B-;68;
2021-08-07;-81.415657;-79.23357;;SCLRSN25C57A722R;gparmitano@vodafone.it;B+;503;
2024-12-13;21.0831305;57.64223;2022-06-01;378-82-0407;roderich75@hotmail.de;B-;115;
2020-05-22;27.991609;158.513154;1923-10-21;137-95-3672;sasakiyui@hotmail.com;B-;222;
2020-11-12;16.7668525;-42.00873;1968-02-21;991-37-3855;qdrub@googlemail.com;B-;606;
2019-04-17;-15.2880115;55.585521;1949-12-07;MNTPNL14H57A514B;atenulf91@tiscali.it;O-;402;
2018-10-27;-64.836921;11.821521;1982-02-18;162-63-2672;michealmelendez@hotmail.com;A+;114;
2024-08-15;-41.219587;-155.696317;;045-61-9094;meistermarek@aol.de;A+;449;
2024-11-12;56.405136;-32.114713;1979-10-11;801-65-1148;suzukiakira@gmail.com;A+;286;
2022-05-31;-22.5111315;0.025597;;208-23-4531;emily51@gmail.com;AB+;628;
2025-03-22;-19.5687835;65.917758;;252-35-8097;enishimura@yahoo.com;A+;13;
2019-03-17;74.558453;-82.935778;;674-85-7090;qtanaka@hotmail.com;O+;211;
2019-07-18;;;1985-10-23;885-89-5890;gmori@hotmail.com;AB-;683;
2022-07-09;-56.5853655;114.834845;1937-12-28;650-29-1346;goetz33@gmail.com;AB-;295;
2024-03-13;-2.9510535;-53.3053;;657-22-1013;morrisscott@gmail.com;O+;400;
2023-11-28;-7.5606115;26.173726;1924-12-27;196-57-3921;kevin93@hotmail.com;O-;285;
2023-06-21;8.288859;137.564248;2000-01-23;675-00-7357;angelicakreusel@gmail.com;A-;394;
2019-08-16;-87.3938545;111.927612;2018-02-12;32764891040;oliviacastro@ig.com.br;O+;269;
2020-08-21;32.2321705;-95.442672;;099-62-0948;nakamurayuta@gmail.com;O-;340;
2025-09-16;-87.327145;175.815236;;588-13-7100;cjenkins@gmail.com;AB+;734;
2024-06-11;;;1926-10-24;381-78-2480;walkerjerry@yahoo.com;A-;705;
2021-06-09;-46.210298;-142.202852;1949-02-20;LMBFRD12L44D431O;novaropellegrino@libero.it;B+;363;
2025-03-01;-26.1321275;-57.64657;2014-12-14;437-02-0208;yokofujita@hotmail.com;AB+;227;
2020-03-09;44.77934;-119.447535;2021-07-05;715-85-0354;ptschentscher@web.de;A-;636;
2021-05-31;2.677521;109.849389;;GSPSLV59P26E143G;matteocagnotto@yahoo.com;A+;259;
2019-05-31;74.4136385;-152.2791;1994-03-10;GRMGFR54L51L214I;pavoneadamo@tiscali.it;O+;668;
2020-01-28;62.3654625;3.899561;1927-02-08;83201795640;lramos@ig.com.br;A-;470;
2020-01-05;40.268694;-32.515795;;427-30-6507;putzevangelos@gmail.com;AB-;648;
2024-09-15;11.521371;84.029712;1967-06-03;BRRGLI51L53L039F;sebastianotasso@libero.it;AB-;391;
2020-10-25;50.53406;52.34005;1913-05-03;612-96-5633;knakajima@hotmail.com;A+;699;
2024-11-11;-71.433207;-89.225639;;806-08-1822;rohtnora@aol.de;A+;589;
2025-07-30;8.984597;34.02558;1996-12-28;GROSNN09S67L868M;bgiusti@yahoo.com;B+;31;
2025-01-17;-39.852607;16.218392;;690-71-6592;jadams@hotmail.com;O-;150;
2021-04-06;60.8824475;-179.09639;;24879631582;eduardopastor@gmail.com;A-;477;
2024-10-13;37.3087945;-79.042231;2008-02-29;MSTVRN94P17M291I;susannamorosini@libero.it;A+;252;
2023-12-20;;;1974-04-06;52683194773;luiza20@gmail.com;A+;601;
2023-06-29;67.5578485;0.380983;;365-73-9308;wnerger@gmx.de;AB+;546;
2022-04-04;-37.4080455;-101.453473;1929-05-04;02189756430;murilocirino@uol.com.br;O-;688;
2025-05-21;12.336522;-160.960061;1927-02-21;GRTLSN74H25D365I;jacopo21@virgilio.it;O+;504;
2024-08-31;-14.385699;-25.154073;;839-12-8227;wholt@gmail.com;A+;480;
2022-09-18;35.34703;-155.28449;;20765381435;alexandre33@ig.com.br;O+;197;
2019-06-13;89.3809005;-11.364594;1928-08-08;406-07-8528;lhart@hotmail.com;AB-;38;
2024-05-08;21.3828675;-139.492286;2008-07-01;752-98-4381;amber65@gmail.com;A+;336;
2020-11-05;-7.7515045;-127.43591;1911-07-25;TMOGRN41E61A776Y;sbroschi@tele2.it;O-;341;
2023-07-06;55.696548;102.858049;2024-08-21;PRZBNC87R07H423M;anitazarlino@tiscali.it;B-;548;
2023-01-25;-43.6029;3.722531;1956-04-24;244-25-5947;plathimelda@aol.de;O+;390;
2021-03-19;41.8339685;-148.71081;;690-76-7494;sabanbender@gmail.com;B-;725;
2019-05-28;-52.927382;-39.690547;2015-05-30;588-45-0739;burkhardloewer@aol.de;AB+;481;
2024-11-17;-4.8090875;-84.54739;;54180629305;lucca@gmail.com;O-;661;
2022-07-30;40.8650455;-27.631684;1916-04-10;16954203815;lucas56@ig.com.br;O-;416;
2024-05-15;13.849615;30.127685;1997-06-20;TCCFDL63C51F775K;nromagnoli@poste.it;B-;76;
2021-02-13;-26.3096395;134.617607;1938-08-02;006-47-0835;riveramaria@yahoo.com;AB+;176;
2018-10-18;24.723387;-14.948392;;258-31-9009;smithcarl@gmail.com;O-;368;
2024-03-28;34.7308095;-149.690406;;699-09-4409;noah50@hotmail.com;A-;294;
2020-03-10;78.127293;-73.835539;2000-07-03;92107586330;miguelnascimento@ig.com.br;O-;526;
2020-01-28;31.1993825;-175.400764;;595-92-8264;victoriatodd@gmail.com;O-;156;
2021-10-31;13.922153;94.14939;;294-66-3793;nwarner@yahoo.com;AB+;237;
2018-09-24;-8.1724315;152.991927;1996-12-21;824-58-5517;michaelscott@gmail.com;O+;26;
2022-07-27;77.796448;-34.05545;1912-05-18;57286149300;caio00@gmail.com;A+;630;
2021-06-04;-20.4902575;14.158655;;TRTMRT51E12M138R;ornella18@outlook.com;O+;337;
2020-07-23;44.456643;-94.731034;2006-03-18;046-83-3381;asukayamamoto@hotmail.com;A+;271;
2018-12-20;63.981326;-18.872658;1922-08-25;46129085389;martinsheloisa@hotmail.com;A+;666;
2019-09-08;27.069514;-132.182679;;VLMBNC58L26I501V;soranzodario@libero.it;B-;542;
2024-06-10;-84.734776;-114.594499;1931-09-23;157-09-5373;suzukiakira@hotmail.com;O+;279;
2021-04-12;61.1374505;-109.502151;1967-03-01;451-13-5247;yoko87@gmail.com;O-;737;
2025-02-02;24.404608;85.967787;;716-96-4686;leonard12@yahoo.com;O-;483;
2024-07-21;-88.1138485;-159.174682;1921-05-06;491-51-2682;yoichiinoue@hotmail.com;B-;49;
2022-11-24;-42.9139425;109.834713;;GLTBNT21P59B223A;cardanoconcetta@libero.it;B+;154;
2023-06-23;-44.652606;-72.521895;1954-07-25;573-04-5162;francisco84@hotmail.com;AB-;421;
2020-08-18;-34.645085;29.661512;1912-03-14;059-96-8504;scottbrown@gmail.com;O+;185;
2025-06-22;40.2112355;-150.516686;;45072981304;riosjuliana@uol.com.br;O-;140;
2021-01-20;-21.119195;-148.023098;1925-10-29;TRBVCR89T23C060F;pastinedina@tiscali.it;AB+;133;
2020-05-14;;;;910-42-5836;oeimer@gmx.de;O+;517;
2021-09-30;;;2000-04-11;45780129304;xteixeira@yahoo.com.br;B-;594;
2021-09-19;36.051153;-107.480001;1940-03-25;96213758003;fcaldeira@bol.com.br;A-;286;
2022-01-29;10.175885;-156.736826;1996-01-28;637-89-3949;hammondmelissa@hotmail.com;AB-;616;
2020-06-17;41.864755;37.608759;;96821570302;pireshelena@uol.com.br;O+;613;
2023-06-13;-70.4253;65.65358;1991-02-07;817-55-2777;manabu26@gmail.com;B-;114;
